xdac,yWE,
0.00244140625,0,
0.0048828125,0,
0.00244140625,0,
0.0048828125,0,
0.00244140625,0,
0.0048828125,0,
0.00732421875,0,
0.00732421875,0,
0.00732421875,0,
0.01220703125,0,
0.01220703125,0,
0.01220703125,0,
0.0146484375,0,
0.01708984375,0,
0.01708984375,0,
0.01708984375,0,
0.01953125,0,
0.02197265625,0,
0.0244140625,0,
0.0244140625,0,
0.0244140625,0,
0.02685546875,0,
0.029296875,0,
0.03173828125,0,
0.03173828125,0,
0.03173828125,0,
0.0341796875,0,
0.03662109375,0,
0.0390625,0.048828125,
0.0390625,0.048828125,
0.0390625,0.048828125,
0.04150390625,0.0244140625,
0.0439453125,0,
0.04638671875,0,
0.04638671875,0,
0.04638671875,0,
0.048828125,0,
0.05126953125,0,
0.05126953125,0,
0.05126953125,0,
0.0537109375,0,
0.05615234375,0,
0.05859375,0,
0.05859375,0,
0.05859375,0,
0.06103515625,0,
0.0634765625,0,
0.06591796875,0,
0.06591796875,0,
0.06591796875,0,
0.068359375,0,
0.07080078125,0,
0.0732421875,0,
0.0732421875,0,
0.0732421875,0,
0.07568359375,0,
0.078125,0,
0.078125,0,
0.078125,0,
0.08056640625,0,
0.0830078125,0,
0.08544921875,0,
0.08544921875,0,
0.087890625,0,
0.09033203125,0,
0.0927734375,0,
0.0927734375,0,
0.08544921875,0,
0.087890625,0,
0.09765625,0,
0.0927734375,0,
0.09521484375,0,
0.09765625,0,
0.09765625,0,
0.1000976563,0,
0.1025390625,0,
0.1049804688,0,
0.1049804688,0,
0.1049804688,0,
0.107421875,0.0244140625,
0.1098632813,0,
0.1123046875,0,
0.1123046875,0,
0.1123046875,0,
0.1147460938,0,
0.1171875,0,
0.1196289063,0,
0.1196289063,0,
0.1196289063,0,
0.1220703125,0.0341796875,
0.1245117188,0,
0.126953125,0,
0.126953125,0,
0.126953125,0,
0.1293945313,0,
0.1318359375,0,
0.1342773438,0,
0.13671875,0,
0.1318359375,0,
0.1342773438,0,
0.1342773438,0,
0.13671875,0,
0.1391601563,0,
0.1416015625,0,
0.1416015625,0,
0.1416015625,0.05859375,
0.1440429688,0,
0.146484375,0,
0.1489257813,0.05859375,
0.009765625,0,
0.146484375,0,
0.1489257813,0,
0.1489257813,0,
0.1513671875,0,
0.1538085938,0,
0.1538085938,0,
0.15625,0,
0.1586914063,0,
0.1611328125,0,
0.1635742188,0,
0.1586914063,0,
0.1611328125,0,
0.1635742188,0,
0.1586914063,0,
0.1611328125,0,
0.1635742188,0,
0.166015625,0,
0.166015625,0,
0.166015625,0,
0.1684570313,0,
0.1708984375,0,
0.1733398438,0,
0.1733398438,0,
0.1733398438,0,
0.17578125,0,
0.1782226563,0,
0.1806640625,0,
0.1831054688,0,
0.1831054688,0,
0.1831054688,0,
0.185546875,0,
0.1879882813,0,
0.1904296875,0,
0.1879882813,0,
0.1904296875,0,
0.1904296875,0,
0.1928710938,0,
0.1953125,0,
0.1977539063,0,
0.1977539063,0,
0.1977539063,0,
0.2001953125,0,
0.2026367188,0,
0.205078125,0,
0.2075195313,0,
0.2075195313,0,
0.2075195313,0,
0.2099609375,0,
0.2124023438,0,
0.21484375,0,
0.21484375,0,
0.21484375,0,
0.2172851563,0,
0.2197265625,0,
0.2221679688,0,
0.2221679688,0,
0.2221679688,0,
0.224609375,0,
0.2270507813,0,
0.2294921875,0,
0.2319335938,0,
0.2319335938,0,
0.2319335938,0,
0.234375,0,
0.2368164063,0,
0.2392578125,0,
0.2392578125,0,
0.2392578125,0,
0.2416992188,0,
0.244140625,0.009765625,
0.2465820313,0.009765625,
0.2465820313,0,
0.009765625,0,
0.244140625,0.009765625,
0.2465820313,0,
0.2490234375,0,
0.2514648438,0.21484375,
0.25390625,0.107421875,
0.2563476563,0.107421875,
0.2563476563,0.107421875,
0.2563476563,0,
0.2587890625,0.0390625,
0.2612304688,0,
0.263671875,0,
0.263671875,0,
0.263671875,0,
0.2661132813,0,
0.2685546875,0,
0.2709960938,0,
0.2709960938,0,
0.2709960938,0,
0.2734375,0,
0.2783203125,0,
0.2783203125,0,
0.2783203125,0,
0.2807617188,0,
0.283203125,0,
0.2880859375,0,
0.2880859375,0,
0.2880859375,0,
0.2905273438,0,
0.29296875,0,
0.2978515625,0,
0.2978515625,0,
0.2978515625,0.146484375,
0.3002929688,0,
0.302734375,0,
0.3076171875,0,
0.3076171875,0,
0.3076171875,0,
0.3100585938,0,
0.3125,0,
0.3173828125,0,
0.3173828125,0,
0.3198242188,0,
0.3125,0,
0.3173828125,0,
0.3198242188,0,
0.322265625,0,
0.3271484375,0,
0.3271484375,0,
0.3271484375,0.0390625,
0.3295898438,0,
0.33203125,0,
0.3369140625,0,
0.3393554688,0,
0.341796875,0.0830078125,
0.3491210938,0,
0.3369140625,0,
0.3369140625,0,
0.3393554688,0,
0.341796875,0.0830078125,
0.3491210938,0.0830078125,
0.3491210938,0.029296875,
0.3515625,0.29296875,
0.3588867188,0.29296875,
0.3588867188,0.29296875,
0.3588867188,0,
0.361328125,0.0244140625,
0.3637695313,0,
0.3686523438,0,
0.3686523438,0,
0.3686523438,0,
0.37109375,0,
0.3735351563,0,
0.3784179688,0,
0.3784179688,0,
0.3784179688,0,
0.380859375,0,
0.3833007813,0,
0.3881835938,0,
0.3881835938,0,
0.3881835938,0,
0.390625,0,
0.3930664063,0,
0.3979492188,0,
0.3979492188,0,
0.400390625,0.0439453125,
0.4028320313,0,
0.3979492188,0,
0.400390625,0.0439453125,
0.4028320313,0,
0.4077148438,0,
0.4077148438,0,
0.4077148438,0.107421875,
0.41015625,0,
0.4125976563,0,
0.4174804688,0,
0.4174804688,0,
0.4174804688,0,
0.419921875,0.0244140625,
0.4223632813,0,
0.4272460938,0,
0.4272460938,0,
0.4272460938,0,
0.4296875,0.234375,
0.4321289063,0,
0.4370117188,0,
0.4370117188,0.0341796875,
0.439453125,0.078125,
0.4418945313,0,
0.4370117188,0.0341796875,
0.439453125,0.078125,
0.4418945313,0,
0.4467773438,0,
0.4467773438,0,
0.4467773438,0,
0.44921875,0,
0.4516601563,0,
0.4565429688,0,
0.4565429688,0,
0.4565429688,0,
0.458984375,0.01953125,
0.4614257813,0,
0.4663085938,0,
0.4663085938,0,
0.4663085938,0,
0.46875,0,
0.4711914063,0.2685546875,
0.4760742188,0.2685546875,
0.4760742188,0.2685546875,
0.4760742188,0,
0.478515625,0,
0.4809570313,0,
0.4858398438,0,
0.4858398438,0,
0.4858398438,0,
0.48828125,0,
0.4907226563,0,
0.4956054688,0,
0.4956054688,0,
0.4956054688,0.1025390625,
0.498046875,0,
0.5004882813,0.1220703125,
0.5053710938,0.1220703125,
0.5053710938,0.1220703125,
0.5053710938,0.166015625,
0.5078125,0,
0.5102539063,0.009765625,
0.5151367188,0.009765625,
0.5151367188,0.009765625,
0.5151367188,0,
0.517578125,0.2294921875,
0.5200195313,0,
0.5249023438,0,
0.5249023438,0.185546875,
0.52734375,0.126953125,
0.5297851563,0,
0.5249023438,0.185546875,
0.52734375,0.126953125,
0.5297851563,0.0439453125,
0.5346679688,0.0439453125,
0.5346679688,0.166015625,
0.537109375,0,
0.5395507813,0.0439453125,
0.5346679688,0,
0.5444335938,0,
0.546875,0,
0.5395507813,0,
0.5444335938,0,
0.546875,0,
0.5395507813,0,
0.5444335938,0,
0.546875,0.0341796875,
0.5493164063,0,
0.5541992188,0,
0.556640625,0,
0.5590820313,0,
0.5639648438,0,
0.5541992188,0,
0.556640625,0,
0.5590820313,0,
0.5639648438,0,
0.5541992188,0,
0.556640625,0,
0.5590820313,0,
0.5639648438,0.1025390625,
0.56640625,0.01953125,
0.5688476563,0,
0.5737304688,0,
0.5737304688,0,
0.5737304688,0,
0.576171875,0,
0.5786132813,0,
0.5834960938,0,
0.5834960938,0,
0.5834960938,0.15625,
0.5859375,0.0634765625,
0.5883789063,0,
0.5932617188,0,
0.5932617188,0,
0.5932617188,0.0634765625,
0.595703125,0,
0.5981445313,0,
0.60546875,0,
0.60546875,0,
0.60546875,0.0732421875,
0.6079101563,0,
0.615234375,0,
0.615234375,0,
0.615234375,0.0634765625,
0.6176757813,0,
0.625,0,
0.625,0,
0.625,0,
0.6274414063,0.1025390625,
0.6298828125,0,
0.634765625,0,
0.634765625,0,
0.634765625,0,
0.6372070313,0.09765625,
0.6396484375,0,
0.6494140625,0,
0.6494140625,0,
0.6494140625,0,
0.6518554688,0.068359375,
0.654296875,0,
0.6567382813,0,
0.6567382813,0,
0.6591796875,0.1611328125,
0.6616210938,0,
0.6567382813,0,
0.6591796875,0.1611328125,
0.6616210938,0,
0.6640625,0,
0.6640625,0,
0.6640625,0.009765625,
0.6665039063,0,
0.6689453125,0,
0.673828125,0,
0.673828125,0,
0.673828125,0.1708984375,
0.6762695313,0,
0.6787109375,0.087890625,
0.68359375,0.087890625,
0.68359375,0.087890625,
0.68359375,0,
0.6860351563,0.01953125,
0.6884765625,0.0732421875,
0.693359375,0.0732421875,
0.693359375,0.0732421875,
0.693359375,0,
0.6958007813,0.029296875,
0.6982421875,0.234375,
0.703125,0.234375,
0.703125,0.234375,
0.703125,0,
0.7055664063,0,
0.7080078125,0,
0.712890625,0,
0.712890625,0,
0.712890625,0,
0.7153320313,0,
0.7177734375,0,
0.72265625,0,
0.72265625,0,
0.7250976563,0.05859375,
0.7275390625,0,
0.72265625,0,
0.7250976563,0.05859375,
0.7275390625,0,
0.732421875,0,
0.732421875,0,
0.732421875,0.1171875,
0.7348632813,0,
0.7373046875,0.1123046875,
0.7421875,0.1123046875,
0.7421875,0.1123046875,
0.7421875,0,
0.7446289063,0,
0.7470703125,0,
0.751953125,0,
0.751953125,0,
0.751953125,0,
0.7543945313,0.029296875,
0.7568359375,0.009765625,
0.76171875,0.009765625,
0.76171875,0.009765625,
0.76171875,0,
0.7641601563,0.13671875,
0.7666015625,0.2587890625,
0.771484375,0.2587890625,
0.771484375,0.2587890625,
0.771484375,0,
0.7739257813,0,
0.7763671875,0,
0.78125,0,
0.7836914063,0.107421875,
0.7861328125,0,
0.78125,0,
0.78125,0,
0.7836914063,0.107421875,
0.7861328125,0.0732421875,
0.791015625,0.1025390625,
0.7934570313,0.0537109375,
0.7958984375,0.0732421875,
0.791015625,0.0732421875,
0.791015625,0.1025390625,
0.7934570313,0.0537109375,
0.7958984375,0.1416015625,
0.80078125,0.1416015625,
0.80078125,0.1416015625,
0.80078125,0.0634765625,
0.8032226563,0.0146484375,
0.8056640625,0,
0.810546875,0,
0.810546875,0,
0.810546875,0.05859375,
0.8129882813,0.0927734375,
0.8154296875,0,
0.8203125,0,
0.8203125,0.1611328125,
0.8227539063,0.0537109375,
0.8251953125,0,
0.8203125,0.1611328125,
0.8227539063,0.0537109375,
0.8251953125,0,
0.830078125,0,
0.830078125,0,
0.830078125,0,
0.8325195313,0,
0.8349609375,0.1220703125,
0.83984375,0.1220703125,
0.83984375,0.1220703125,
0.83984375,0,
0.8422851563,0.0341796875,
0.8447265625,0,
0.8520507813,0,
0.8520507813,0,
0.8520507813,0.185546875,
0.8544921875,0.09765625,
0.8569335938,0.263671875,
0.8618164063,0.263671875,
0.8618164063,0.263671875,
0.8618164063,0,
0.8642578125,0.0244140625,
0.8666992188,0,
0.8715820313,0,
0.8715820313,0,
0.8715820313,0.0146484375,
0.8740234375,0.1318359375,
0.8764648438,0,
0.8862304688,0,
0.8862304688,0,
0.8862304688,0,
0.888671875,0,
0.8911132813,0,
0.8935546875,0,
0.8935546875,0,
0.8935546875,0,
0.8959960938,0.068359375,
0.8984375,0,
0.9008789063,0,
0.9008789063,0,
0.9008789063,0,
0.9033203125,0.0439453125,
0.9057617188,0.029296875,
0.9106445313,0.029296875,
0.9106445313,0.029296875,
0.9106445313,0.009765625,
0.9130859375,0,
0.9155273438,0.0634765625,
0.9204101563,0.0634765625,
0.9204101563,0.0634765625,
0.9204101563,0,
0.9228515625,0,
0.9252929688,0.078125,
0.9301757813,0.078125,
0.9301757813,0.01953125,
0.9326171875,0.1611328125,
0.9350585938,0.078125,
0.9301757813,0.01953125,
0.9326171875,0.1611328125,
0.9350585938,0,
0.9399414063,0,
0.9399414063,0,
0.9399414063,0.0830078125,
0.9423828125,0.068359375,
0.9448242188,0.2685546875,
0.9497070313,0.2685546875,
0.9497070313,0.2685546875,
0.9497070313,0.1025390625,
0.9521484375,0,
0.9545898438,0,
0.9594726563,0,
0.9594726563,0,
0.9594726563,0,
0.9619140625,0.234375,
0.9643554688,0,
0.9692382813,0,
0.9692382813,0,
0.9692382813,0,
0.9716796875,0.185546875,
0.9741210938,0.0634765625,
0.9790039063,0.0634765625,
0.9790039063,0.0390625,
0.9814453125,0.0244140625,
0.9838867188,0.0634765625,
0.9790039063,0.0390625,
0.9814453125,0.0244140625,
0.9838867188,0.068359375,
0.9887695313,0.068359375,
0.9887695313,0.068359375,
0.9887695313,0,
0.9912109375,0.166015625,
0.9936523438,0,
0.9985351563,0,
0.9985351563,0,
0.9985351563,0.302734375,
1.000976563,0.0341796875,
1.003417969,0,
1.008300781,0,
1.008300781,0,
1.008300781,0.1708984375,
1.010742188,0,
1.013183594,0.0537109375,
1.018066406,0.0537109375,
1.018066406,0.0537109375,
1.018066406,0,
1.020507813,0.1953125,
1.022949219,0,
1.027832031,0,
1.027832031,0,
1.027832031,0.1123046875,
1.030273438,0.05859375,
1.032714844,0.1416015625,
1.037597656,0.1416015625,
1.037597656,0.1416015625,
1.037597656,0.0390625,
1.040039063,0,
1.042480469,0.1220703125,
1.047363281,0.1220703125,
1.047363281,0.1220703125,
1.047363281,0,
1.049804688,0.1025390625,
1.052246094,0,
1.057128906,0,
1.057128906,0.3125,
1.059570313,0.1318359375,
1.062011719,0,
1.057128906,0.3125,
1.059570313,0.1318359375,
1.062011719,0.0439453125,
1.066894531,0.0439453125,
1.066894531,0.0439453125,
1.066894531,0.0439453125,
1.069335938,0,
1.071777344,0.2490234375,
1.076660156,0.2490234375,
1.076660156,0.2490234375,
1.076660156,0.0244140625,
1.079101563,0.1513671875,
1.081542969,0,
1.086425781,0,
1.086425781,0,
1.086425781,0.078125,
1.088867188,0.068359375,
1.091308594,0.1708984375,
1.096191406,0.1708984375,
1.096191406,0.1708984375,
1.096191406,0,
1.098632813,0,
1.101074219,0.0244140625,
1.108398438,0.0244140625,
1.108398438,0.0244140625,
1.108398438,0.05859375,
1.110839844,0,
1.118164063,0,
1.118164063,0,
1.118164063,0.0341796875,
1.120605469,0.0146484375,
1.123046875,0.1025390625,
1.127929688,0.1025390625,
1.127929688,0.1025390625,
1.127929688,0,
1.130371094,0.146484375,
1.1328125,0,
1.137695313,0,
1.137695313,0,
1.137695313,0.0390625,
1.140136719,0,
1.142578125,0,
1.147460938,0,
1.147460938,0,
1.147460938,0.25390625,
1.149902344,0,
1.15234375,0.3125,
1.157226563,0.3125,
1.157226563,0.3125,
1.157226563,0,
1.159667969,0.107421875,
1.162109375,0.0927734375,
1.166992188,0.0927734375,
1.166992188,0.0927734375,
1.166992188,0.05859375,
1.169433594,0.2099609375,
1.176757813,0.2099609375,
1.176757813,0.2099609375,
1.176757813,0.1806640625,
1.179199219,0,
1.181640625,0.1025390625,
1.186523438,0.1025390625,
1.186523438,0.1025390625,
1.186523438,0,
1.188964844,0,
1.19140625,0.33203125,
1.196289063,0.33203125,
1.196289063,0.33203125,
1.196289063,0,
1.198730469,0.244140625,
1.201171875,0.1171875,
1.206054688,0.1171875,
1.206054688,0.0341796875,
1.208496094,0,
1.2109375,0.1171875,
1.206054688,0.0341796875,
1.208496094,0,
1.2109375,0.17578125,
1.215820313,0.17578125,
1.215820313,0.17578125,
1.215820313,0.244140625,
1.218261719,0.048828125,
1.225585938,0.048828125,
1.225585938,0.048828125,
1.225585938,0,
1.228027344,0,
1.235351563,0,
1.235351563,0,
1.237792969,0,
1.235351563,0,
1.237792969,0.4052734375,
1.245117188,0.4052734375,
1.245117188,0.4052734375,
1.245117188,0.13671875,
1.247558594,0.2294921875,
1.254882813,0.2294921875,
1.254882813,0.2294921875,
1.254882813,0,
1.257324219,0.068359375,
1.264648438,0.068359375,
1.264648438,0.068359375,
1.264648438,0.1025390625,
1.267089844,0.15625,
1.274414063,0.15625,
1.274414063,0.15625,
1.274414063,0.1513671875,
1.276855469,0.33203125,
1.284179688,0.33203125,
1.284179688,0.33203125,
1.284179688,0.0244140625,
1.286621094,0,
1.293945313,0,
1.293945313,0,
1.293945313,0.078125,
1.296386719,0.1123046875,
1.303710938,0.1123046875,
1.303710938,0.1123046875,
1.303710938,0,
1.306152344,0.107421875,
1.313476563,0,
0.1306152344,0.107421875,
1.313476563,0.107421875,
1.313476563,0.1513671875,
1.315917969,0.185546875,
1.323242188,0.185546875,
1.323242188,0.185546875,
1.323242188,0.0439453125,
1.325683594,0.068359375,
1.333007813,0.068359375,
1.333007813,0.068359375,
1.333007813,0.361328125,
1.335449219,0.2587890625,
1.342773438,0.2587890625,
1.342773438,0.2587890625,
1.342773438,0.25390625,
1.345214844,0.2197265625,
1.352539063,0.2197265625,
1.352539063,0.2197265625,
1.352539063,0.1220703125,
1.354980469,0,
1.362304688,0,
1.362304688,0,
1.362304688,0.3125,
1.364746094,0.0732421875,
1.372070313,0.0732421875,
1.372070313,0.0732421875,
1.372070313,0.166015625,
1.374511719,0.0390625,
1.381835938,0.0390625,
1.381835938,0.0390625,
1.381835938,0.17578125,
1.384277344,0.107421875,
1.391601563,0.107421875,
1.391601563,0.107421875,
1.391601563,0.15625,
1.394042969,0.2685546875,
1.401367188,0.3173828125,
1.403808594,0.2685546875,
1.401367188,0.2685546875,
1.401367188,0.3173828125,
1.403808594,0.3173828125,
1.411132813,0.3173828125,
1.411132813,0.3173828125,
1.411132813,0.009765625,
1.413574219,0.2685546875,
1.420898438,0.2685546875,
1.420898438,0.2685546875,
1.420898438,0.21484375,
1.423339844,0.078125,
1.430664063,0.078125,
1.430664063,0.2978515625,
1.433105469,0.078125,
1.430664063,0.2978515625,
1.433105469,0.1806640625,
1.440429688,0.1806640625,
1.440429688,0.1806640625,
1.440429688,0.146484375,
1.442871094,0.15625,
1.450195313,0.15625,
1.450195313,0.15625,
1.450195313,0.1220703125,
1.452636719,0,
1.459960938,0.1220703125,
1.459960938,0,
1.459960938,0.37109375,
1.462402344,0.419921875,
1.469726563,0.419921875,
1.469726563,0.419921875,
1.469726563,0.0830078125,
1.472167969,0.205078125,
1.479492188,0.205078125,
1.479492188,0.205078125,
1.479492188,0.17578125,
1.481933594,0.0732421875,
1.489257813,0.0732421875,
1.489257813,0.0732421875,
1.489257813,0.17578125,
1.491699219,0.2392578125,
1.499023438,0.2392578125,
1.499023438,0.2392578125,
1.499023438,0.37109375,
1.501464844,0.234375,
1.508789063,0.234375,
1.508789063,0.234375,
1.508789063,0,
1.511230469,0,
1.518554688,0,
1.518554688,0,
1.518554688,0.1171875,
1.520996094,0.1953125,
1.528320313,0.1025390625,
1.530761719,0.1953125,
1.528320313,0.1953125,
1.528320313,0.1025390625,
1.530761719,0.2587890625,
1.538085938,0.2587890625,
1.538085938,0.2587890625,
1.538085938,0.087890625,
1.540527344,0.3564453125,
1.547851563,0.3564453125,
1.547851563,0.3564453125,
1.547851563,0.2001953125,
1.550292969,0.0927734375,
1.557617188,0.0927734375,
1.557617188,0.0927734375,
1.557617188,0.4638671875,
1.560058594,0.3076171875,
1.567382813,0.3076171875,
1.567382813,0.3076171875,
1.567382813,0.3271484375,
1.569824219,0.1953125,
1.577148438,0.1953125,
1.577148438,0.1953125,
1.577148438,0.166015625,
1.579589844,0.2978515625,
1.586914063,0.2978515625,
1.586914063,0.2978515625,
1.586914063,0.2685546875,
1.589355469,0.2490234375,
1.596679688,0.2490234375,
1.596679688,0.2490234375,
1.596679688,0.283203125,
1.599121094,0.3125,
1.606445313,0.3125,
1.606445313,0.3125,
1.606445313,0.1416015625,
1.608886719,0.0732421875,
1.616210938,0.0732421875,
1.616210938,0.0732421875,
1.616210938,0.2294921875,
1.618652344,0,
1.625976563,0,
1.625976563,0,
1.625976563,0.3515625,
1.628417969,0.1904296875,
1.635742188,0.1904296875,
1.635742188,0.1904296875,
1.635742188,0,
1.638183594,0.2294921875,
1.645507813,0.2294921875,
1.645507813,0.2294921875,
1.645507813,0.126953125,
1.647949219,0.1513671875,
1.655273438,0.1513671875,
1.655273438,0.1513671875,
1.655273438,0.2783203125,
1.657714844,0.5078125,
1.665039063,0.5078125,
1.665039063,0.5078125,
1.665039063,0.1708984375,
1.667480469,0.2392578125,
1.674804688,0.2392578125,
1.674804688,0.2392578125,
1.674804688,0.1171875,
1.677246094,0.1708984375,
1.684570313,0.1708984375,
1.684570313,0.1708984375,
1.684570313,0.2978515625,
1.687011719,0.2099609375,
1.694335938,0.2099609375,
1.694335938,0.2099609375,
1.694335938,0.3125,
1.696777344,0.1904296875,
1.704101563,0.1904296875,
1.704101563,0.1904296875,
1.704101563,0.244140625,
1.706542969,0.0439453125,
1.713867188,0.0439453125,
1.713867188,0.0439453125,
1.713867188,0.2392578125,
1.716308594,0.2587890625,
1.723632813,0.3564453125,
1.726074219,0.2587890625,
1.723632813,0.2587890625,
1.723632813,0.3564453125,
1.726074219,0.390625,
1.733398438,0.390625,
1.733398438,0.390625,
1.733398438,0.234375,
1.735839844,0.4052734375,
1.743164063,0.4052734375,
1.743164063,0.4052734375,
1.743164063,0.2099609375,
1.745605469,0.0830078125,
1.752929688,0.2099609375,
1.745605469,0.0830078125,
1.752929688,0.0830078125,
1.752929688,0.6494140625,
1.755371094,0.2587890625,
1.762695313,0.2587890625,
1.762695313,0.2587890625,
1.762695313,0.2587890625,
1.765136719,0.205078125,
1.772460938,0.205078125,
1.772460938,0.205078125,
1.772460938,0.2587890625,
1.774902344,0.25390625,
1.782226563,0.0439453125,
1.784667969,0.25390625,
1.782226563,0.25390625,
1.782226563,0.0439453125,
1.784667969,0.3955078125,
1.791992188,0.3955078125,
1.791992188,0.3955078125,
1.791992188,0.3076171875,
1.794433594,0.1513671875,
1.801757813,0.1513671875,
1.801757813,0.1513671875,
1.801757813,0.1611328125,
1.804199219,0.146484375,
1.811523438,0.146484375,
1.811523438,0.2734375,
1.813964844,0.146484375,
1.811523438,0.2734375,
1.813964844,0.3857421875,
1.821289063,0.3857421875,
1.821289063,0.3857421875,
1.821289063,0.283203125,
1.823730469,0.478515625,
1.831054688,0.478515625,
1.831054688,0.478515625,
1.831054688,0.341796875,
1.833496094,0.1806640625,
1.840820313,0.1806640625,
1.840820313,0.1806640625,
1.840820313,0.0244140625,
1.843261719,0.33203125,
1.85546875,0.33203125,
1.85546875,0.33203125,
1.85546875,0.1513671875,
1.857910156,0.5029296875,
1.860351563,0.2392578125,
1.862792969,0.1904296875,
1.865234375,0.1904296875,
1.865234375,0.400390625,
1.870117188,0.400390625,
1.870117188,0.400390625,
1.870117188,0.3369140625,
1.872558594,0.0634765625,
1.879882813,0.0634765625,
1.879882813,0.0634765625,
1.879882813,0.439453125,
1.882324219,0.0732421875,
1.889648438,0.0732421875,
1.889648438,0.0732421875,
1.889648438,0.5126953125,
1.892089844,0.4052734375,
1.899414063,0.4052734375,
1.899414063,0.4052734375,
1.899414063,0.2685546875,
1.901855469,0.3564453125,
1.909179688,0.3564453125,
1.909179688,0.3564453125,
1.909179688,0.2880859375,
1.911621094,0.3076171875,
1.918945313,0.3076171875,
1.918945313,0.390625,
1.921386719,0.3076171875,
1.918945313,0.390625,
1.921386719,0.4052734375,
1.928710938,0.4052734375,
1.928710938,0.4052734375,
1.928710938,0.15625,
1.931152344,0.4931640625,
1.938476563,0.4931640625,
1.938476563,0.4931640625,
1.938476563,0.4345703125,
1.940917969,0.4345703125,
1.948242188,0.2099609375,
1.948242188,0.2099609375,
1.948242188,0.3955078125,
1.950683594,0.341796875,
